ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
58860,183367,2-BR,51%-60%,1,998,998,998,"1,011","1,011","1,011"
58860,183367,3-BR,51%-60%,5,732,817,606,734,794,623
58860,352634,1-BR,51%-60%,1,703,703,703,0,0,0
58860,352634,STUDIO,51%-60%,6,838,"1,305",476,803.5,"1,071",474
58863,104323,1-BR,51%-60%,3,,,,802,884,743
58863,104323,2-BR,51%-60%,7,,,,853,"1,082",737
58863,78834,1-BR,51%-60%,11,,,,811,"1,085",630
58863,78834,2-BR,51%-60%,16,,,,900.5,"1,050",0
58863,78834,STUDIO,51%-60%,1,,,,607,607,607
58863,842309,1-BR,51%-60%,1,,,,553,553,553
58863,842309,2-BR,51%-60%,17,,,,853,960,475
58863,842309,3-BR,51%-60%,12,,,,998.5,"1,142",0
58863,116542,1-BR,51%-60%,7,,,,797,837,691
58863,116542,2-BR,51%-60%,9,,,,863,"1,142",0
58863,116542,STUDIO,51%-60%,3,,,,674,706,638
58863,65479,1-BR,51%-60%,12,,,,851,"1,730",74
58863,65479,2-BR,51%-60%,18,,,,909.5,"2,160",0
58863,65479,3-BR,51%-60%,13,,,,"1,132","1,295",450
58863,116554,1-BR,51%-60%,5,,,,709,756,354
58863,116554,2-BR,51%-60%,3,,,,804,959,800
58863,116554,3-BR,51%-60%,10,,,,850,"1,061",238
58863,65828,1-BR,51%-60%,2,,,,822,846,798
58863,65828,2-BR,51%-60%,6,,,,895.5,947,751
58863,92750,STUDIO,51%-60%,1,,,,769,769,769
58863,115563,2-BR,51%-60%,1,,,,841,841,841
58863,115563,STUDIO,51%-60%,1,,,,610,610,610
58863,45604,1-BR,51%-60%,2,,,,749.5,791,708
58863,45604,2-BR,51%-60%,5,,,,847,905,0
58863,104324,1-BR,51%-60%,5,,,,762,836,726
58863,104324,2-BR,51%-60%,10,,,,798.5,"1,137",704
65054,806197,1-BR,Other,49,,,,,,
58863,91415,2-BR,51%-60%,8,,,,"1,052","1,151",568
58863,103709,2-BR,51%-60%,2,,,,901,922,880
58863,103709,3-BR,51%-60%,4,,,,913.5,973,798
58863,64635,1-BR,51%-60%,2,,,,797.5,883,712
58863,64635,2-BR,51%-60%,4,,,,859.5,975,810
58863,64635,3-BR,51%-60%,5,,,,984,"1,014",857
58863,104325,1-BR,51%-60%,3,,,,795,798,746
58863,104325,2-BR,51%-60%,9,,,,897,"1,005",819
58863,115285,1-BR,51%-60%,10,,,,698,"1,077",456
58863,115285,2-BR,51%-60%,5,,,,827,938,0
58863,115285,3-BR,51%-60%,11,,,,877,"1,229",582
58863,822663,1-BR,51%-60%,25,,,,741,"1,248",610
58863,822663,2-BR,51%-60%,1,,,,0,0,0
58863,92749,1-BR,51%-60%,4,,,,858,873,744
58863,92749,2-BR,51%-60%,1,,,,"1,082","1,082","1,082"
58863,92749,3-BR,51%-60%,1,,,,792,792,792
58864,344530,1-BR,51%-60%,5,,,,695,778,551
58864,344530,STUDIO,51%-60%,1,,,,456,456,456
58864,329095,1-BR,51%-60%,3,,,,813,819,605
58864,329095,2-BR,51%-60%,1,,,,981,981,981
58864,311887,2-BR,51%-60%,6,,,,904,987,865
58864,329139,1-BR,51%-60%,2,,,,728,782,674
58864,329139,2-BR,51%-60%,2,,,,"1,152.5","1,261","1,044"
58864,311892,1-BR,51%-60%,5,,,,700,839,676
58864,311892,2-BR,51%-60%,10,,,,841.5,"1,077",572
58864,378231,2-BR,51%-60%,5,,,,907,"1,032",657
58864,378230,2-BR,51%-60%,5,,,,907,"1,123",631
58864,366659,2-BR,51%-60%,7,,,,952,"1,148",855
58864,366659,3-BR,51%-60%,2,,,,871,943,799
58885,806532,2-BR,51%-60%,3,,,,839,874,784
58885,806532,3-BR,51%-60%,4,,,,907.5,"1,262",851
58885,52766,2-BR,51%-60%,4,,,,"1,081.5","1,369",906
58885,52766,3-BR,51%-60%,5,,,,848,863,828
58885,52766,STUDIO,51%-60%,1,,,,648,648,648
58885,806341,2-BR,51%-60%,3,,,,764,"1,067",713
58885,806341,3-BR,51%-60%,4,,,,"1,042.5","1,315",860
58887,804767,1-BR,51%-60%,7,"1,168","2,045",958,892,977,675
58887,804767,2-BR,51%-60%,11,"1,201","1,408","1,128",786,"1,097",739
58887,804767,STUDIO,51%-60%,6,"1,047","1,439",793,842.5,911,289
58887,21360,1-BR,51%-60%,17,"1,059","2,335",719,758,941,248
58887,21360,2-BR,51%-60%,8,821,902,781,688,876,652
58889,12608,STUDIO,51%-60%,325,,,,"1,145","1,250",0
58891,19843,1-BR,51%-60%,1,"1,005","1,005","1,005","1,020","1,020","1,020"
58891,19381,1-BR,51%-60%,1,"1,005","1,005","1,005","1,020","1,020","1,020"
58891,19787,1-BR,51%-60%,2,811,847,775,811,847,775
58891,19787,STUDIO,51%-60%,1,672,672,672,685,685,685
58891,19568,1-BR,51%-60%,3,"1,411","1,489","1,012",744,996,731
58891,19568,2-BR,51%-60%,11,"1,675","1,824",938,938,"1,120",789
58891,19568,3-BR,51%-60%,3,"2,105","2,173","2,019","1,288","1,413",952
58891,19568,STUDIO,51%-60%,13,"1,338","1,478",947,854,952,522
58891,19793,2-BR,51%-60%,1,"1,476","1,476","1,476","1,224","1,224","1,224"
58891,1225,3-BR,51%-60%,2,"1,259","1,303","1,215","1,288.5","1,329","1,248"
58891,1280,2-BR,51%-60%,6,"1,662","1,720",862,806.5,"1,109",0
58891,20397,2-BR,51%-60%,2,889,995,783,897,995,799
58891,19576,1-BR,51%-60%,6,"1,016.5","1,519",865,912.5,"1,020",771
58891,19576,2-BR,51%-60%,18,"1,662","1,926",817,901,"1,224",0
58891,1220,2-BR,51%-60%,5,"1,738.5","1,753","1,617",844,"1,027",0
58891,1220,STUDIO,51%-60%,8,"1,338","1,538",948,867,952,813
58891,19573,2-BR,51%-60%,1,"1,529","1,529","1,529","1,109","1,109","1,109"
58891,19573,STUDIO,51%-60%,6,"1,344.5","1,394",658,752.5,867,658
58891,19410,1-BR,51%-60%,3,673,689,642,689,952,673
58891,1273,2-BR,51%-60%,2,"1,244.5","1,314","1,175",955.5,"1,109",802
58891,1273,STUDIO,51%-60%,4,"1,003.5","1,363",959,792,890,665
58891,20495,STUDIO,51%-60%,4,"1,400.5","1,858","1,348","1,020","1,020","1,020"
58891,19469,3-BR,51%-60%,3,"1,391","2,061","1,019","1,054","1,054","1,019"
58891,19469,STUDIO,51%-60%,10,"1,297.5","1,528",755,823,868,599
58891,19572,1-BR,51%-60%,1,"1,170","1,170","1,170",695,695,695
58891,19572,2-BR,51%-60%,3,"1,186","1,758","1,124",859,928,806
58891,19572,STUDIO,51%-60%,4,956,"1,124",828,800,912,736
58891,19231,1-BR,51%-60%,5,"1,796","2,183","1,730",850,"1,002",294
58891,19231,2-BR,51%-60%,4,"2,073.5","2,366","2,057",896,937,726
58891,19198,1-BR,51%-60%,9,"1,664","1,800","1,337",887,"1,020",718
58891,19198,STUDIO,51%-60%,5,"1,492","1,562","1,385",847,938,759
58891,19221,2-BR,51%-60%,19,"1,401.5","2,117",805,"1,070","1,224",793
58891,19221,STUDIO,51%-60%,1,712,712,712,855,855,855
58891,20493,STUDIO,51%-60%,8,"1,213.5","1,425","1,069",952,952,952
58891,19299,2-BR,51%-60%,19,"1,401.5","2,117",805,"1,070","1,224",793
58891,19299,STUDIO,51%-60%,1,712,712,712,855,855,855
58891,19466,1-BR,51%-60%,5,"1,424","1,631",902,848,926,737
58891,19466,3-BR,51%-60%,6,"1,833.5","2,042","1,192",999,"1,298",869
58891,19466,STUDIO,51%-60%,7,"1,338","1,447",772,782,867,663
58891,19235,2-BR,51%-60%,14,"1,027.5","1,603",716,821,"1,216",702
58891,19638,1-BR,51%-60%,3,934,951,827,917,917,827
58891,19200,1-BR,51%-60%,17,"1,695","2,198","1,524",782,978,0
58891,19200,STUDIO,51%-60%,7,"1,440","1,633","1,365",717,909,240
58891,19808,1-BR,51%-60%,2,725,736,714,732.5,751,714
58891,19698,2-BR,51%-60%,4,"1,705","1,921","1,124","1,019","1,123",890
58891,19698,STUDIO,51%-60%,3,"1,371","1,507",905,653,715,630
58891,24098,1-BR,51%-60%,4,718.5,"1,147",620,722.5,932,633
58891,24098,2-BR,51%-60%,1,"1,013","1,013","1,013","1,013","1,013","1,013"
58891,20430,2-BR,51%-60%,10,"1,582","3,087",916,873.5,"1,153",0
58891,20430,STUDIO,51%-60%,6,"1,353.5","1,385",872,667,734,638
58891,24002,1-BR,51%-60%,4,838.5,"1,576",713,744,755,713
65054,806197,2-BR,Other,32,,,,,,
58891,24002,STUDIO,51%-60%,1,"1,375","1,375","1,375",685,685,685
58891,1323,1-BR,51%-60%,1,917,917,917,931,931,931
58891,1323,2-BR,51%-60%,3,780,919,759,759,937,759
58891,19578,2-BR,51%-60%,17,"1,290","1,705","1,090",943,"1,123",791
58891,19578,STUDIO,51%-60%,7,"1,315","1,639","1,116",845,867,727
58891,19024,1-BR,51%-60%,1,823,823,823,846,846,846
58891,20135,1-BR,51%-60%,1,"1,044","1,044","1,044","1,044","1,044","1,044"
58891,20135,2-BR,51%-60%,1,"1,109","1,109","1,109","1,109","1,109","1,109"
58891,20135,STUDIO,51%-60%,2,741,796,686,741,796,686
58891,1222,2-BR,51%-60%,1,,,,,,
58891,1222,3-BR,51%-60%,1,"1,007","1,007","1,007",987,987,987
58891,19233,1-BR,51%-60%,6,"1,615.5","1,693","1,440",781.5,"1,020",716
58891,19233,2-BR,51%-60%,8,"1,960.5","2,060","1,653","1,060.5","1,224",621
58891,19233,3-BR,51%-60%,1,"2,621","2,621","2,621","1,073","1,073","1,073"
58908,206029,1-BR,51%-60%,47,"1,797","1,797","1,797","2,156","2,156","2,156"
58908,206029,STUDIO,51%-60%,16,"1,479","1,479","1,479","1,775","1,775","1,775"
58936,995014,1-BR,51%-60%,14,"1,268","1,268","1,268","1,020","1,020","1,020"
58936,995014,2-BR,51%-60%,39,"1,473","1,473",0,"1,224","1,224",0
58936,995014,STUDIO,51%-60%,41,"1,217","1,217","1,217",816,816,816
58954,968125,1-BR,51%-60%,40,,,,,,
58954,968125,2-BR,51%-60%,17,,,,,,
58954,968125,STUDIO,51%-60%,23,,,,,,
58955,968078,1-BR,51%-60%,17,980,980,980,929,929,929
58955,968078,2-BR,51%-60%,37,"1,183","1,183","1,183","1,121","1,121","1,121"
58955,968078,3-BR,51%-60%,18,"1,359","1,359","1,359","1,289","1,289","1,289"
58965,969652,1-BR,51%-60%,15,,,,929,929,929
58965,969652,2-BR,51%-60%,10,,,,"1,121","1,121","1,121"
58965,969652,3-BR,51%-60%,4,,,,"1,289","1,289","1,289"
58966,991185,1-BR,51%-60%,102,"1,628","1,628","1,628","1,379","1,379","1,379"
58966,991185,STUDIO,51%-60%,48,"1,552","1,552","1,552","1,314","1,314","1,314"
58980,197971,2-BR,51%-60%,2,"1,583","1,583","1,583","1,110.5","1,176","1,045"
58980,197971,3-BR,51%-60%,3,"1,823","1,823","1,823","1,352","1,352","1,352"
58980,197971,STUDIO,51%-60%,1,"1,224","1,224","1,224",719,719,719
58980,197980,2-BR,51%-60%,5,"1,583","1,583","1,583","1,176","1,176","1,030"
58980,197981,2-BR,51%-60%,1,"1,583","1,583","1,583","1,176","1,176","1,176"
58980,197981,3-BR,51%-60%,2,"1,823","1,823","1,823","1,246","1,352","1,140"
58980,197979,2-BR,51%-60%,5,"1,583","1,583","1,583","1,176","1,176",979
59031,208771,1-BR,51%-60%,1,,,,,,
59031,131213,STUDIO,51%-60%,1,,,,,,
59031,208777,2-BR,51%-60%,7,,,,,,
59031,208772,1-BR,51%-60%,1,,,,,,
59031,208772,2-BR,51%-60%,1,,,,,,
59031,355781,1-BR,51%-60%,3,,,,,,
59031,383808,1-BR,51%-60%,2,,,,,,
59031,383810,1-BR,51%-60%,4,,,,,,
59031,383810,STUDIO,51%-60%,1,,,,,,
59031,388137,1-BR,51%-60%,2,,,,,,
59031,388137,2-BR,51%-60%,1,,,,,,
59032,966928,1-BR,51%-60%,33,,,,882,882,882
59032,966928,2-BR,51%-60%,23,,,,"1,065","1,065","1,065"
59032,966928,3-BR,51%-60%,4,,,,"1,224","1,224","1,224"
59032,966928,STUDIO,51%-60%,16,,,,822,822,822
59117,812599,1-BR,51%-60%,61,,,,"1,670","1,670","1,440"
59117,812599,2-BR,51%-60%,49,,,,"1,700","1,975","1,700"
59117,812599,STUDIO,51%-60%,12,,,,"1,170","1,170","1,170"
59117,769124,1-BR,51%-60%,60,,,,"1,670","1,670","1,440"
59117,769124,2-BR,51%-60%,48,,,,"1,700","1,975","1,700"
59117,769124,STUDIO,51%-60%,12,,,,"1,170","1,170","1,170"
59117,812600,1-BR,51%-60%,60,,,,"1,670","1,670","1,440"
59117,812600,2-BR,51%-60%,48,,,,"1,700","1,975","1,700"
59117,812600,STUDIO,51%-60%,12,,,,"1,170","1,170","1,170"
59388,972462,1-BR,51%-60%,36,,,,,,
59388,972462,STUDIO,51%-60%,8,,,,,,
59474,18849,1-BR,51%-60%,6,,,,756.5,986,679
59474,18849,2-BR,51%-60%,4,,,,"1,252","1,388","1,047"
59474,19910,2-BR,51%-60%,3,,,,"1,143","1,350","1,017"
59474,19910,3-BR,51%-60%,1,,,,991,991,991
59474,19910,STUDIO,51%-60%,3,,,,935,"1,357",819
59474,18848,1-BR,51%-60%,7,,,,957,"1,426",626
59474,18848,2-BR,51%-60%,22,,,,968,"2,341",551
59474,18848,STUDIO,51%-60%,8,,,,748,"1,020",202
59474,23935,1-BR,51%-60%,1,,,,631,631,631
59474,23935,2-BR,51%-60%,1,,,,"1,042","1,042","1,042"
59474,18990,2-BR,51%-60%,18,,,,888,"1,149",12
59474,18990,3-BR,51%-60%,4,,,,824,937,653
59474,804664,2-BR,51%-60%,5,,,,"1,019","1,230",968
59474,804664,STUDIO,51%-60%,1,,,,886,886,886
59474,18870,2-BR,51%-60%,1,,,,799,799,799
59474,18870,3-BR,51%-60%,2,,,,676.5,760,593
59474,18986,2-BR,51%-60%,14,,,,889.5,"1,088",634
59474,18986,3-BR,51%-60%,4,,,,879,"1,068",690
59474,18783,1-BR,51%-60%,18,,,,916,"1,006",681
59474,18783,2-BR,51%-60%,18,,,,903.5,"1,044",512
59474,18783,3-BR,51%-60%,9,,,,"1,082","1,331",564
59474,18783,STUDIO,51%-60%,2,,,,813,895,731
59474,26271,1-BR,51%-60%,4,,,,934.5,966,922
59474,26271,STUDIO,51%-60%,5,,,,769,828,664
59474,18872,2-BR,51%-60%,3,,,,897,"1,101",759
59474,18872,3-BR,51%-60%,1,,,,"1,302","1,302","1,302"
59474,19757,1-BR,51%-60%,8,,,,979,"1,426",884
59474,19757,2-BR,51%-60%,8,,,,"1,090.5","1,643",628
59474,19757,STUDIO,51%-60%,7,,,,869,986,787
59474,18784,2-BR,51%-60%,4,,,,"1,056.5","1,123",742
59474,18784,3-BR,51%-60%,1,,,,643,643,643
59474,18779,1-BR,51%-60%,3,,,,732,"1,017",645
59474,18779,2-BR,51%-60%,1,,,,543,543,543
59474,23936,1-BR,51%-60%,2,,,,568.5,622,515
59474,23936,3-BR,51%-60%,2,,,,"1,066","1,338",794
59474,19758,1-BR,51%-60%,1,,,,865,865,865
59474,19758,2-BR,51%-60%,4,,,,"1,157","1,250",946
59474,19758,STUDIO,51%-60%,1,,,,800,800,800
59495,969140,1-BR,51%-60%,26,,,,,,
59495,969140,2-BR,51%-60%,40,,,,,,
59495,969140,3-BR,51%-60%,15,,,,,,
59495,969140,STUDIO,51%-60%,32,,,,,,
59637,39842,1-BR,51%-60%,2,"1,280","1,280","1,280",785.5,833,738
59637,39842,2-BR,51%-60%,3,"1,424","1,424","1,424",203,735,179
59637,39842,3-BR,51%-60%,3,"1,752","1,752","1,752",848,873,800
59637,39843,1-BR,51%-60%,2,"1,280","1,280","1,280",607.5,757,458
59637,39843,2-BR,51%-60%,3,"1,424","1,424","1,424",669,676,661
59637,39843,4-BR,51%-60%,2,"1,970","1,970","1,970",912,942,882
59637,39843,STUDIO,51%-60%,1,"1,183","1,183","1,183",633,633,633
59740,969539,2-BR,51%-60%,57,,,,"1,293","1,293","1,293"
59740,969539,STUDIO,51%-60%,68,,,,573,864,573
59946,37907,1-BR,51%-60%,5,"2,150","2,150","2,150","1,075","1,075","1,075"
59946,37907,2-BR,51%-60%,15,"2,910","2,910","2,910","1,455","1,455","1,455"
59946,37907,4-BR,51%-60%,5,"3,422","3,422","3,422","1,711","1,711","1,711"
59946,968807,1-BR,51%-60%,1,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,968807,3-BR,51%-60%,4,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,968807,4-BR,51%-60%,5,"4,186","4,186","4,186","2,093","2,093","2,093"
59946,968807,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,968803,1-BR,51%-60%,11,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,968803,3-BR,51%-60%,4,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,968803,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,943790,1-BR,51%-60%,10,"2,150","2,150","2,150","1,075","1,075","1,075"
59946,943790,2-BR,51%-60%,11,"2,910","2,910","2,910","1,455","1,455","1,455"
59946,943790,3-BR,51%-60%,4,"3,152","3,152","3,152","1,576","1,576","1,576"
59946,37884,1-BR,51%-60%,14,"2,150","2,150","2,150","1,075","1,075","1,075"
59946,37884,2-BR,51%-60%,10,"2,910","2,910","2,910","1,455","1,455","1,455"
59946,37876,1-BR,51%-60%,4,"2,548","2,548","2,548","1,274","1,274","1,274"
59946,37876,2-BR,51%-60%,15,"3,136","3,136","3,136","1,568","1,568","1,568"
59946,37876,3-BR,51%-60%,5,"3,588","3,588","3,588","1,794","1,794","1,794"
59946,968805,1-BR,51%-60%,1,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,968805,2-BR,51%-60%,4,"3,542","3,542","3,542","1,771","1,771","1,771"
59946,968805,3-BR,51%-60%,5,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,968805,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,805950,1-BR,51%-60%,1,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,805950,3-BR,51%-60%,4,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,805950,4-BR,51%-60%,5,"4,186","4,186","4,186","2,093","2,093","2,093"
59946,805950,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,40789,1-BR,51%-60%,40,"2,692","2,692","2,692","1,346","1,346","1,346"
59946,40789,2-BR,51%-60%,14,"3,214","3,214","3,214","1,607","1,607","1,607"
59946,40789,STUDIO,51%-60%,6,"2,242","2,242","2,242","1,121","1,121","1,121"
59946,37892,1-BR,51%-60%,10,"2,548","2,548","2,548","1,274","1,274","1,274"
59946,37892,2-BR,51%-60%,15,"3,136","3,136","3,136","1,568","1,568","1,568"
59946,968804,1-BR,51%-60%,6,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,968804,2-BR,51%-60%,5,"3,542","3,542","3,542","1,771","1,771","1,771"
59946,968804,3-BR,51%-60%,4,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,968804,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,803906,1-BR,51%-60%,33,"2,420","2,420","2,420","1,210","1,210","1,210"
59946,803906,2-BR,51%-60%,55,"2,856","2,856","2,856","1,428","1,428","1,428"
59946,803906,3-BR,51%-60%,9,"3,238","3,238","3,238","1,619","1,619","1,619"
59946,37886,1-BR,51%-60%,10,"2,548","2,548","2,548","1,274","1,274","1,274"
59946,37886,2-BR,51%-60%,15,"3,136","3,136","3,136","1,568","1,568","1,568"
59946,37885,1-BR,51%-60%,5,"2,150","2,150","2,150","1,075","1,075","1,075"
59946,37885,2-BR,51%-60%,20,"2,910","2,910","2,910","1,455","1,455","1,455"
59946,40784,1-BR,51%-60%,11,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,40784,3-BR,51%-60%,4,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,40784,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,968806,1-BR,51%-60%,1,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,968806,2-BR,51%-60%,4,"3,542","3,542","3,542","1,771","1,771","1,771"
59946,968806,3-BR,51%-60%,5,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,968806,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
59946,28109,1-BR,51%-60%,38,"2,420","2,420","2,420","1,210","1,210","1,210"
59946,28109,2-BR,51%-60%,61,"2,856","2,856","2,856","1,428","1,428","1,428"
59946,28109,3-BR,51%-60%,9,"3,238","3,238","2,420","1,619","1,619","1,210"
59946,805949,1-BR,51%-60%,1,"2,576","2,576","2,576","1,288","1,288","1,288"
59946,805949,2-BR,51%-60%,4,"3,542","3,542","3,542","1,771","1,771","1,771"
59946,805949,3-BR,51%-60%,5,"3,982","3,982","3,982","1,991","1,991","1,991"
59946,805949,STUDIO,51%-60%,2,"2,340","2,340","2,340","1,170","1,170","1,170"
60000,6626,STUDIO,51%-60%,45,"1,213","1,213","1,213","1,515","1,952","1,515"
60020,974093,1-BR,51%-60%,33,,,,,,
60020,974093,2-BR,51%-60%,28,,,,,,
60020,974093,3-BR,51%-60%,14,,,,,,
60020,974093,STUDIO,51%-60%,12,,,,,,
60027,65043,2-BR,51%-60%,1,902,902,902,902,902,902
60027,65043,3-BR,51%-60%,1,"1,020","1,020","1,020","1,020","1,020","1,020"
60027,119640,2-BR,51%-60%,6,950,989,879,950,989,879
60027,119648,1-BR,51%-60%,1,714,714,714,714,714,714
60027,119648,2-BR,51%-60%,1,918,918,918,918,918,918
60027,119648,3-BR,51%-60%,6,"1,047","1,103",927,"1,047","1,103",927
60027,64956,1-BR,51%-60%,5,728,766,633,728,766,633
60027,64956,3-BR,51%-60%,2,"1,047","1,074","1,020","1,047","1,074","1,020"
60319,970855,1-BR,51%-60%,5,980,980,980,929,929,929
60319,970855,2-BR,51%-60%,4,"1,183","1,183","1,183","1,121","1,121","1,121"
60319,970855,3-BR,51%-60%,2,"1,359","1,359","1,359","1,289","1,289","1,289"
60319,970855,STUDIO,51%-60%,2,777,777,777,736,736,736
60327,971011,1-BR,51%-60%,1,"1,703","1,703","1,703",948,948,948
60327,971011,2-BR,51%-60%,7,"1,964","1,964","1,964","1,148","1,148","1,148"
60327,971011,STUDIO,51%-60%,38,"1,622","1,622","1,622",883,883,883
60425,973613,1-BR,51%-60%,17,,,,,,
60425,973613,2-BR,51%-60%,14,,,,,,
60425,973613,3-BR,51%-60%,2,,,,,,
60427,805832,1-BR,51%-60%,18,"5,600","5,600","5,600","2,800","2,800","2,800"
60427,805832,2-BR,51%-60%,6,"7,000","7,000","7,000","3,500","3,500","3,500"
60427,805832,3-BR,51%-60%,10,"9,400","9,400","9,400","4,700","4,700","4,700"
60427,805832,STUDIO,51%-60%,1,"4,600","4,600","4,600","2,300","2,300","2,300"
60427,805835,1-BR,51%-60%,13,"5,600","5,600","5,600","2,800","2,800","2,800"
60427,805835,2-BR,51%-60%,5,"7,000","7,000","7,000","3,500","3,500","3,500"
60427,805835,3-BR,51%-60%,6,"9,400","9,400","9,400","4,700","4,700","4,700"
60427,805084,1-BR,51%-60%,22,"5,600","5,600","5,600","2,800","2,800","2,800"
60427,805084,STUDIO,51%-60%,1,"4,600","4,600","4,600","2,300","2,300","2,300"
60427,37471,1-BR,51%-60%,7,"5,600","5,600","5,600","2,800","2,800","2,800"
60427,37471,2-BR,51%-60%,20,"7,000","7,000","7,000","3,500","3,500","3,500"
60427,25206,1-BR,51%-60%,10,"5,600","5,600","5,600","2,800","2,800","2,800"
60427,25206,3-BR,51%-60%,6,"9,400","9,400","9,400","4,700","4,700","4,700"
60427,25206,STUDIO,51%-60%,1,"4,600","4,600","4,600","2,300","2,300","2,300"
60431,397332,1-BR,51%-60%,31,,,,"1,802","1,802","1,802"
60431,397332,2-BR,51%-60%,36,,,,"2,239","2,281","1,967"
60431,397332,3-BR,51%-60%,2,,,,"2,260","2,281","2,239"
60431,397332,,51%-60%,1,,,,,,
60431,125692,1-BR,51%-60%,12,,,,"1,694","1,721","1,694"
60431,125692,2-BR,51%-60%,12,,,,"2,032","2,089","2,032"
60431,125692,3-BR,51%-60%,5,,,,"2,365","2,365","2,365"
60431,91424,1-BR,51%-60%,10,,,,"1,565","1,565","1,565"
60431,91424,2-BR,51%-60%,21,,,,"1,997","2,119","1,997"
60431,91424,3-BR,51%-60%,15,,,,"2,151","2,151","2,119"
60431,221264,1-BR,51%-60%,15,,,,"1,846","1,846","1,846"
60431,221264,2-BR,51%-60%,15,,,,"2,231","2,231","2,231"
60431,221264,3-BR,51%-60%,1,,,,"2,308","2,308","2,308"
60431,88599,1-BR,51%-60%,35,,,,"1,627","1,679","1,627"
60431,88599,2-BR,51%-60%,22,,,,"2,106","2,147","2,106"
60431,88599,STUDIO,51%-60%,2,,,,"1,388","1,388","1,388"
60431,45441,1-BR,51%-60%,11,,,,"1,694","1,694","1,694"
60431,45441,2-BR,51%-60%,20,,,,"2,032","2,032","2,032"
60431,45441,3-BR,51%-60%,9,,,,"2,365","2,365","2,365"
60431,45441,,51%-60%,3,,,,,,
60431,120928,1-BR,51%-60%,17,,,,"1,694","1,694","1,694"
60431,120928,2-BR,51%-60%,17,,,,"2,032","2,089","2,032"
60431,120928,3-BR,51%-60%,10,,,,"2,365","2,365","2,365"
60434,694857,1-BR,51%-60%,12,"2,100","2,100","2,100","1,750","1,750","1,750"
60434,694857,2-BR,51%-60%,64,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,694857,3-BR,51%-60%,6,"3,390","3,390","3,390","2,825","2,825","2,825"
60434,405018,2-BR,51%-60%,60,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,405889,2-BR,51%-60%,60,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,405890,2-BR,51%-60%,60,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,404642,2-BR,51%-60%,59,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,694855,1-BR,51%-60%,6,"2,100","2,100","2,100","1,750","1,750","1,750"
60434,694855,2-BR,51%-60%,51,"2,940","2,940","2,940","2,450","2,450","2,450"
60434,694855,3-BR,51%-60%,3,"3,390","3,390","3,390","2,825","2,825","2,825"
60434,948405,2-BR,51%-60%,60,"2,940","2,940","2,940","2,450","2,450","2,450"
60435,305703,1-BR,51%-60%,7,,,,,,
60435,305703,STUDIO,51%-60%,3,,,,,,
60435,306891,STUDIO,51%-60%,11,,,,,,
60505,975132,1-BR,51%-60%,12,,,,929,929,929
60505,975132,2-BR,51%-60%,7,,,,"1,121","1,121","1,121"
60505,975132,STUDIO,51%-60%,1,,,,736,736,736
60762,723979,1-BR,51%-60%,39,,,,"1,550","1,550","1,550"
60762,723979,2-BR,51%-60%,116,,,,"1,950","1,950","1,950"
60762,723979,3-BR,51%-60%,12,,,,"2,150","2,150","2,150"
60762,723979,STUDIO,51%-60%,10,,,,"1,350","1,350","1,350"
60762,723979,1-BR,51%-60%,39,,,,"1,550","1,550","1,550"
60762,723979,2-BR,51%-60%,116,,,,"1,950","1,950","1,950"
60762,723979,3-BR,51%-60%,12,,,,"2,150","2,150","2,150"
60762,723979,STUDIO,51%-60%,10,,,,"1,350","1,350","1,350"
60779,974205,1-BR,51%-60%,62,929,929,929,929,929,929
60779,974205,2-BR,51%-60%,40,"1,121","1,121","1,121","1,121","1,121","1,121"
